country,state_province,city,brewery_count
United States,Pennsylvania,Breinigsville,1
United States,Pennsylvania,Bridgeport,1
United States,Pennsylvania,Bristol,1
United States,Pennsylvania,Bryn Mawr,1
United States,Pennsylvania,Buckingham,1
United States,Pennsylvania,Burgettstown,1
United States,Pennsylvania,Canonsburg,1
United States,Pennsylvania,Carbondale,1
United States,Pennsylvania,Castle Shannon,1
United States,Pennsylvania,Catasauqua,1
United States,Pennsylvania,Chalfont,1
United States,Pennsylvania,Champion,1
United States,Pennsylvania,Clearfield,1
United States,Pennsylvania,Coatesville,1
United States,Pennsylvania,Columbia,1
United States,Pennsylvania,Conneaut Lake,1
United States,Pennsylvania,Conshohocken,1
United States,Pennsylvania,Conyngham,1
United States,Pennsylvania,Croydon,1
United States,Pennsylvania,Dallas,1
United States,Pennsylvania,Dallastown,1
United States,Pennsylvania,Delmont,1
United States,Pennsylvania,Dillsburg,1
United States,Pennsylvania,Douglassville,1
United States,Pennsylvania,Du Bois,1
United States,Pennsylvania,Duncansville,1
United States,Pennsylvania,Duquesne,1
United States,Pennsylvania,East Petersburg,1
United States,Pennsylvania,Ebensburg,1
United States,Pennsylvania,Edinburg,1
United States,Pennsylvania,Elizabethtown,1
United States,Pennsylvania,Fawn Grove,1
United States,Pennsylvania,Gibsonia,1
United States,Pennsylvania,Glen Mills,1
United States,Pennsylvania,Green Lane,1
United States,Pennsylvania,Greensburg,1
United States,Pennsylvania,Greenville,1
United States,Pennsylvania,Grove City,1
United States,Pennsylvania,Harleysville,1
United States,Pennsylvania,Harmony,1
United States,Pennsylvania,Hatboro,1
United States,Pennsylvania,Hatfield,1
United States,Pennsylvania,Hawley,1
United States,Pennsylvania,Heidelberg,1
United States,Pennsylvania,Hellertown,1
United States,Pennsylvania,Hermitage,1
United States,Pennsylvania,Hershey,1
United States,Pennsylvania,Hickory,1
United States,Pennsylvania,Homestead,1
United States,Pennsylvania,Howard,1
United States,Pennsylvania,Jamestown,1
United States,Pennsylvania,Landenberg,1
United States,Pennsylvania,Lander,1
United States,Pennsylvania,Lansdale,1
United States,Pennsylvania,Lewistown,1
United States,Pennsylvania,Mansfield,1
United States,Pennsylvania,Marietta,1
United States,Pennsylvania,Mars,1
United States,Pennsylvania,Mercer,1
United States,Pennsylvania,Mifflinburg,1
United States,Pennsylvania,Millerstown,1
United States,Pennsylvania,Millersville,1
United States,Pennsylvania,Millheim,1
United States,Pennsylvania,Monroeville,1
United States,Pennsylvania,Morrisville,1
United States,Pennsylvania,Moscow,1
United States,Pennsylvania,Mount Pleasant,1
United States,Pennsylvania,Nazareth,1
United States,Pennsylvania,New Brighton,1
United States,Pennsylvania,New Castle,1
United States,Pennsylvania,New Freedom,1
United States,Pennsylvania,New Kensington,1
United States,Pennsylvania,New Stanton,1
United States,Pennsylvania,Newfoundland,1
United States,Pennsylvania,Newport,1
United States,Pennsylvania,North East,1
United States,Pennsylvania,North Versailles,1
United States,Pennsylvania,North Wales,1
United States,Pennsylvania,Oakdale,1
United States,Pennsylvania,Oakmont,1
United States,Pennsylvania,Palmyra,1
United States,Pennsylvania,Parkesburg,1
United States,Pennsylvania,Peckville,1
United States,Pennsylvania,Perkasie,1
United States,Pennsylvania,Pipersville,1
United States,Pennsylvania,Pittston,1
United States,Pennsylvania,Pocono Pines,1
United States,Pennsylvania,Pottstown,1
United States,Pennsylvania,Pulaski,1
United States,Pennsylvania,Reading,1
United States,Pennsylvania,Renfrew,1
United States,Pennsylvania,Rochester,1
United States,Pennsylvania,Ronks,1
United States,Pennsylvania,Royersford,1
United States,Pennsylvania,Saint Marys,1
United States,Pennsylvania,Sarver,1
United States,Pennsylvania,Sayre,1
United States,Pennsylvania,Schwenksville,1
United States,Pennsylvania,Selinsgrove,1
United States,Pennsylvania,Shamokin,1
United States,Pennsylvania,Sharon,1
United States,Pennsylvania,Shawnee on Delaware,1
United States,Pennsylvania,Smithton,1
United States,Pennsylvania,Spring City,1
United States,Pennsylvania,Spring Grove,1
United States,Pennsylvania,Springdale,1
United States,Pennsylvania,Stevens,1
United States,Pennsylvania,Sunbury,1
United States,Pennsylvania,Swarthmore,1
United States,Pennsylvania,Swiftwater,1
United States,Pennsylvania,Tamaqua,1
United States,Pennsylvania,Tannersville,1
United States,Pennsylvania,Tunkhannock,1
United States,Pennsylvania,Uniontown,1
United States,Pennsylvania,Vandergrift,1
United States,Pennsylvania,Venango,1
United States,Pennsylvania,Washington,1
United States,Pennsylvania,West Newton,1
United States,Pennsylvania,Wexford,1
United States,Pennsylvania,Wyalusing,1
United States,Pennsylvania,York Haven,1
United States,Rhode Island,Providence,7
United States,Rhode Island,Pawtucket,5
United States,Rhode Island,Cranston,3
United States,Rhode Island,Middletown,2
United States,Rhode Island,Warwick,2
United States,Rhode Island,Block Island,1
United States,Rhode Island,Cumberland,1
United States,Rhode Island,East Greenwich,1
United States,Rhode Island,Exeter,1
United States,Rhode Island,Newport,1
United States,Rhode Island,North Kingstown,1
United States,Rhode Island,Portsmouth,1
United States,Rhode Island,South Kingstown,1
United States,Rhode Island,Wakefield,1
United States,Rhode Island,Warren,1
United States,Rhode Island,West Kingston,1
United States,Rhode Island,Westerly,1
United States,South Carolina,Charleston,16
United States,South Carolina,Greenville,8
United States,South Carolina,North Charleston,8
United States,South Carolina,Columbia,7
United States,South Carolina,Lexington,4
United States,South Carolina,Hilton Head Island,3
United States,South Carolina,Mount Pleasant,3
United States,South Carolina,Myrtle Beach,3
United States,South Carolina,Bluffton,2
United States,South Carolina,Florence,2
United States,South Carolina,Greer,2
United States,South Carolina,Ridgeland,2
United States,South Carolina,Rock Hill,2
United States,South Carolina,Spartanburg,2
United States,South Carolina,Aiken,1
United States,South Carolina,Anderson,1
United States,South Carolina,Boiling Springs,1
United States,South Carolina,Cayce,1
United States,South Carolina,Fort Mill,1
United States,South Carolina,Goose Creek,1
United States,South Carolina,Greenwood,1
United States,South Carolina,Johns Island,1
United States,South Carolina,Lancaster,1
United States,South Carolina,North Augusta,1
United States,South Carolina,Pawleys Island,1
United States,South Carolina,Simpsonville,1
United States,South Carolina,Summerville,1
United States,South Carolina,Taylors,1
United States,South Carolina,Travelers Rest,1
United States,South Dakota,Sioux Falls,12
United States,South Dakota,Rapid City,8
United States,South Dakota,Spearfish,3
United States,South Dakota,Aberdeen,2
United States,South Dakota,Brookings,2
United States,South Dakota,Hill City,2
United States,South Dakota,Watertown,2
United States,South Dakota,Yankton,2
United States,South Dakota,Armour,1
United States,South Dakota,Custer,1
United States,South Dakota,Deadwood,1
United States,South Dakota,Geddes,1
United States,South Dakota,Hartford,1
United States,South Dakota,Hot Springs,1
United States,South Dakota,Humboldt,1
United States,South Dakota,Keystone,1
United States,South Dakota,Lead,1
United States,South Dakota,Sturgis,1
United States,South Dakota,Valley Springs,1
United States,South Dakota,Wagner,1
United States,Tennessee,Nashville,22
United States,Tennessee,Knoxville,19
United States,Tennessee,Chattanooga,16
United States,Tennessee,Memphis,13
United States,Tennessee,Clarksville,5
United States,Tennessee,Cookeville,4
United States,Tennessee,Franklin,4
United States,Tennessee,Johnson City,3
United States,Tennessee,Bristol,2
United States,Tennessee,Columbia,2
United States,Tennessee,Sparta,2
United States,Tennessee,Alcoa,1
United States,Tennessee,Christiana,1
United States,Tennessee,Collierville,1
United States,Tennessee,Cordova,1
United States,Tennessee,Cottontown,1
United States,Tennessee,Dayton,1
United States,Tennessee,Gatlinburg,1
United States,Tennessee,Hendersonville,1
United States,Tennessee,Hermitage,1
United States,Tennessee,Jonesborough,1
United States,Tennessee,Kingsport,1
United States,Tennessee,Lancing,1
United States,Tennessee,Manchester,1
United States,Tennessee,Maryville,1
United States,Tennessee,Murfreesboro,1
United States,Tennessee,Nolensville,1
United States,Tennessee,Norris,1
United States,Tennessee,Paris,1
United States,Tennessee,Pigeon Forge,1
United States,Tennessee,Red Bank,1
United States,Tennessee,Smithville,1
United States,Tennessee,Spring Hill,1
United States,Tennessee,Townsend,1
United States,Tennessee,Tullahoma,1
United States,Texas,Austin,49
United States,Texas,Houston,40
United States,Texas,Dallas,20
United States,Texas,San Antonio,19
United States,Texas,Fort Worth,12
United States,Texas,Corpus Christi,6
United States,Texas,Boerne,5
United States,Texas,New Braunfels,5
United States,Texas,Round Rock,5
United States,Texas,San Marcos,5
United States,Texas,Abilene,4
United States,Texas,Amarillo,4
United States,Texas,Cedar Park,4
United States,Texas,Dripping Springs,4
United States,Texas,El Paso,4
United States,Texas,Galveston,4
United States,Texas,Lubbock,4
United States,Texas,Arlington,3
United States,Texas,College Station,3
United States,Texas,Conroe,3
United States,Texas,Dickinson,3
United States,Texas,Farmers Branch,3
United States,Texas,Georgetown,3
United States,Texas,Katy,3
United States,Texas,McKinney,3
United States,Texas,Pearland,3
United States,Texas,Plano,3
United States,Texas,Rockwall,3
United States,Texas,Waco,3
United States,Texas,Addison,2
United States,Texas,Allen,2
United States,Texas,Alvin,2
United States,Texas,Bryan,2
United States,Texas,Denton,2
United States,Texas,Fredericksburg,2
United States,Texas,Frisco,2
United States,Texas,Garland,2
United States,Texas,Irving,2
United States,Texas,Kerrville,2
United States,Texas,Leander,2
United States,Texas,Lewisville,2
United States,Texas,Liberty Hill,2
United States,Texas,Marble Falls,2
United States,Texas,Montgomery,2
United States,Texas,Nacogdoches,2
United States,Texas,Richardson,2
United States,Texas,Richmond,2
United States,Texas,San Angelo,2
United States,Texas,Seguin,2
United States,Texas,Sherman,2
United States,Texas,Spring Branch,2
United States,Texas,Taylor,2
United States,Texas,Tomball,2
United States,Texas,Tyler,2
United States,Texas,Waxahachie,2
United States,Texas,del Valle,2
United States,Texas,Adkins,1
United States,Texas,Alpine,1
United States,Texas,Aound Rock,1
United States,Texas,Aransas Pass,1
United States,Texas,Athens,1
United States,Texas,Bandera,1
United States,Texas,Bedford,1
United States,Texas,Bellville,1
United States,Texas,Bertram,1
United States,Texas,Blanco,1
United States,Texas,Brenham,1
United States,Texas,Brookshire,1
United States,Texas,Buda,1
United States,Texas,Bulverde,1
United States,Texas,Canutillo,1
United States,Texas,Canyon Lake,1
United States,Texas,Cisco,1
United States,Texas,Cypress,1
United States,Texas,Denison,1
United States,Texas,Driftwood,1
United States,Texas,Eola,1
United States,Texas,Goliad,1
United States,Texas,Granbury,1
United States,Texas,Granger,1
United States,Texas,Grapevine,1
United States,Texas,Greenville,1
United States,Texas,Humble,1
United States,Texas,Johnson City,1
United States,Texas,Justin,1
United States,Texas,Keller,1
United States,Texas,Lockhart,1
United States,Texas,Longview,1
United States,Texas,Lovelady,1
United States,Texas,Lufkin,1
United States,Texas,Magnolia,1
United States,Texas,Mansfield,1
United States,Texas,Marathon,1
United States,Texas,Mathis,1
United States,Texas,Mcallen,1
United States,Texas,Midland,1
United States,Texas,Mission,1
United States,Texas,Missouri City,1
United States,Texas,Odessa,1
United States,Texas,Pasadena,1
United States,Texas,Pharr,1
United States,Texas,Pittsburg,1
United States,Texas,Port Lavaca,1
United States,Texas,Port Neches,1
United States,Texas,Porter,1
United States,Texas,Rio Grande City,1
United States,Texas,Rowena,1
United States,Texas,Rowlett,1
United States,Texas,Royse City,1
United States,Texas,Salado,1
United States,Texas,San Saba,1
United States,Texas,Seven Points,1
United States,Texas,Shiner,1
United States,Texas,South Padre Island,1
United States,Texas,Spicewood,1
United States,Texas,Sulphur Springs,1
United States,Texas,Temple,1
United States,Texas,The Woodlands,1
United States,Texas,Webster,1
United States,Texas,Weslaco,1
United States,Texas,Wichita Falls,1
United States,Texas,Wimberley,1
United States,Texas,Winnsboro,1
United States,Texas,Wylie,1
United States,Utah,Salt Lake City,22
United States,Utah,Ogden,4
United States,Utah,Midvale,3
United States,Utah,Park City,3
United States,Utah,Moab,2
United States,Utah,Vernal,2
United States,Utah,Cedar City,1
United States,Utah,Helper,1
United States,Utah,Layton,1
United States,Utah,Saint George,1
United States,Utah,Sandy,1
United States,Utah,Springdale,1
United States,Utah,Springville,1
United States,Utah,Tooele,1
United States,Utah,salt lake city,1
United States,Vermont,Burlington,7
United States,Vermont,Brattleboro,3
United States,Vermont,South Burlington,3
United States,Vermont,Bennington,2
United States,Vermont,Bristol,2
United States,Vermont,Middlebury,2
United States,Vermont,Morrisville,2
United States,Vermont,Stowe,2
United States,Vermont,Waterbury,2
United States,Vermont,Williston,2
United States,Vermont,Arlington,1
United States,Vermont,Barre,1
United States,Vermont,Brandon,1
United States,Vermont,Bridgewater Corners,1
United States,Vermont,Chelsea,1
United States,Vermont,Danville,1
United States,Vermont,Essex Junction,1
United States,Vermont,Greensboro Bend,1
United States,Vermont,Hinesburg,1
United States,Vermont,Hyde Park,1
United States,Vermont,Jacksonville,1
United States,Vermont,Jeffersonville,1
United States,Vermont,Marlboro,1
United States,Vermont,Newport,1
United States,Vermont,Northfield,1
United States,Vermont,Norwich,1
United States,Vermont,Proctorsville,1
United States,Vermont,Randolph,1
United States,Vermont,Richmond,1
United States,Vermont,Rutland,1
United States,Vermont,Saint Albans,1
United States,Vermont,Saint Albans City,1
United States,Vermont,Saint Johnsbury,1
United States,Vermont,Shelburne,1
United States,Vermont,Springfield,1
United States,Vermont,Warren,1
United States,Vermont,West Burke,1
United States,Vermont,Westford,1
United States,Vermont,Weston,1
United States,Vermont,White River Junction,1
United States,Vermont,Windsor,1
United States,Vermont,Winooski,1
United States,Virginia,Richmond,25
United States,Virginia,Virginia Beach,12
United States,Virginia,Leesburg,10
United States,Virginia,Fredericksburg,9
United States,Virginia,Manassas,9
United States,Virginia,Norfolk,9
United States,Virginia,Charlottesville,7
United States,Virginia,Purcellville,7
United States,Virginia,Ashburn,6
United States,Virginia,Williamsburg,6
United States,Virginia,Alexandria,5
United States,Virginia,Staunton,5
United States,Virginia,Sterling,5
United States,Virginia,Hampton,4
United States,Virginia,Harrisonburg,4
United States,Virginia,Midlothian,4
United States,Virginia,Blacksburg,3
United States,Virginia,Chantilly,3
United States,Virginia,Culpeper,3
United States,Virginia,Falls Church,3
United States,Virginia,Lorton,3
United States,Virginia,Roanoke,3
United States,Virginia,Salem,3
United States,Virginia,Waynesboro,3
United States,Virginia,Winchester,3
United States,Virginia,Afton,2
United States,Virginia,Arlington,2
United States,Virginia,Bluemont,2
United States,Virginia,Bristol,2
United States,Virginia,Crozet,2
United States,Virginia,Danville,2
United States,Virginia,Dulles,2
United States,Virginia,Herndon,2
United States,Virginia,Petersburg,2
United States,Virginia,Portsmouth,2
United States,Virginia,Smithfield,2
United States,Virginia,Sperryville,2
United States,Virginia,Warrenton,2
United States,Virginia,Woodbridge,2
United States,Virginia,Abingdon,1
United States,Virginia,Aldie,1
United States,Virginia,Amherst,1
United States,Virginia,Appomattox,1
United States,Virginia,Arrington,1
United States,Virginia,Ashland,1
United States,Virginia,Axton,1
United States,Virginia,Bedford,1
United States,Virginia,Boones Mill,1
United States,Virginia,Brandy Station,1
United States,Virginia,Broad Run,1
United States,Virginia,Brookneal,1
United States,Virginia,Callaway,1
United States,Virginia,Cape Charles,1
United States,Virginia,Centreville,1
United States,Virginia,Chesapeake,1
United States,Virginia,Chincoteague,1
United States,Virginia,Clifton Forge,1
United States,Virginia,Daleville,1
United States,Virginia,Damascus,1
United States,Virginia,Delaplane,1
United States,Virginia,Edinburg,1
United States,Virginia,Elkton,1
United States,Virginia,Fairfax,1
United States,Virginia,Fairlawn,1
United States,Virginia,Floyd,1
United States,Virginia,Forest,1
United States,Virginia,Fort Monroe,1
United States,Virginia,Front Royal,1
United States,Virginia,Gainesville,1
United States,Virginia,Galax,1
United States,Virginia,Glen Allen,1
United States,Virginia,Gloucester,1
United States,Virginia,Goochland,1
United States,Virginia,Goodview,1
United States,Virginia,Hardy,1
United States,Virginia,Henrico,1
United States,Virginia,Lake Ridge,1
United States,Virginia,Lansdowne,1
United States,Virginia,Lebanon,1
United States,Virginia,Lexington,1
United States,Virginia,Louisa,1
United States,Virginia,Lovingston,1
United States,Virginia,Luray,1
United States,Virginia,Madison,1
United States,Virginia,Manquin,1
United States,Virginia,Mc Lean,1
United States,Virginia,Middleburg,1
United States,Virginia,Middletown,1
United States,Virginia,Mineral,1
United States,Virginia,Montross,1
United States,Virginia,Narrows,1
United States,Virginia,Natural Bridge,1
United States,Virginia,Nellysford,1
United States,Virginia,Newport News,1
United States,Virginia,Nokesville,1
United States,Virginia,Poquoson,1
United States,Virginia,Powhatan,1
United States,Virginia,Radford,1
United States,Virginia,Reston,1
United States,Virginia,Rockville,1
United States,Virginia,Roseland,1
United States,Virginia,Round Hill,1
United States,Virginia,Saint Paul,1
United States,Virginia,Scottsville,1
United States,Virginia,Spotsylvania,1
United States,Virginia,Stafford,1
United States,Virginia,Strasburg,1
United States,Virginia,Suffolk,1
United States,Virginia,Troutville,1
United States,Virginia,Vienna,1
United States,Virginia,Vinton,1
United States,Virginia,Woodstock,1
United States,Washington,Seattle,85
United States,Washington,Spokane,31
United States,Washington,Tacoma,21
United States,Washington,Vancouver,21
United States,Washington,Bellingham,17
United States,Washington,Woodinville,16
United States,Washington,Yakima,11
United States,Washington,Bremerton,9
United States,Washington,Snohomish,9
United States,Washington,Everett,7
United States,Washington,Walla Walla,7
United States,Washington,Kirkland,6
United States,Washington,Olympia,6
United States,Washington,Poulsbo,6
United States,Washington,Richland,6
United States,Washington,Auburn,5
United States,Washington,Gig Harbor,5
United States,Washington,Monroe,5
United States,Washington,Mount Vernon,5
United States,Washington,Puyallup,5
United States,Washington,Renton,5
United States,Washington,Spokane Valley,5
United States,Washington,Bothell,4
United States,Washington,Burlington,4
United States,Washington,Kenmore,4
United States,Washington,Kent,4
United States,Washington,Leavenworth,4
United States,Washington,Redmond,4
United States,Washington,Wenatchee,4
United States,Washington,Arlington,3
United States,Washington,Battle Ground,3
United States,Washington,Cle Elum,3
United States,Washington,Edmonds,3
United States,Washington,Enumclaw,3
United States,Washington,Issaquah,3
United States,Washington,Kennewick,3
United States,Washington,Lynnwood,3
United States,Washington,Marysville,3
United States,Washington,Moses Lake,3
United States,Washington,Oak Harbor,3
United States,Washington,Port Townsend,3
United States,Washington,Tumwater,3
United States,Washington,Vashon,3
United States,Washington,Washougal,3
United States,Washington,Anacortes,2
United States,Washington,Bainbridge Island,2
United States,Washington,Bellevue,2
United States,Washington,Black Diamond,2
United States,Washington,Blaine,2
United States,Washington,Buckley,2
United States,Washington,Burien,2
United States,Washington,Camas,2
United States,Washington,Carson,2
United States,Washington,Cashmere,2
United States,Washington,Centralia,2
United States,Washington,Ellensburg,2
United States,Washington,Ferndale,2
United States,Washington,Friday Harbor,2
United States,Washington,Kingston,2
United States,Washington,Lake Stevens,2
United States,Washington,Longview,2
United States,Washington,Lopez Island,2
United States,Washington,Manson,2
United States,Washington,Mead,2
United States,Washington,Mill Creek,2
United States,Washington,Mukilteo,2
United States,Washington,Oroville,2
United States,Washington,Port Angeles,2
United States,Washington,Prosser,2
United States,Washington,Pullman,2
United States,Washington,Ridgefield,2
United States,Washington,Sequim,2
United States,Washington,Silverdale,2
United States,Washington,Snoqualmie,2
United States,Washington,Sultan,2
United States,Washington,Sumner,2
United States,Washington,Sunnyside,2
United States,Washington,Aberdeen,1
United States,Washington,Airway Heights,1
United States,Washington,Belfair,1
United States,Washington,Bow,1
United States,Washington,Camano Island,1
United States,Washington,Carnation,1
United States,Washington,Castle Rock,1
United States,Washington,Cathlamet,1
United States,Washington,Chehalis,1
United States,Washington,Chelan,1
United States,Washington,Cheney,1
United States,Washington,Chewelah,1
United States,Washington,Clarkston,1
United States,Washington,Clinton,1
United States,Washington,Colville,1
United States,Washington,Concrete,1
United States,Washington,Cowiche,1
United States,Washington,Darrington,1
United States,Washington,Dayton,1
United States,Washington,Deer Park,1
United States,Washington,Deming,1
United States,Washington,Dupont,1
United States,Washington,Duvall,1
United States,Washington,Eastsound,1
United States,Washington,Edgewood,1
United States,Washington,Goldendale,1
United States,Washington,Graham,1
United States,Washington,Hoquiam,1
United States,Washington,Kalama,1
United States,Washington,Kelso,1
United States,Washington,Kettle Falls,1
United States,Washington,La Conner,1
United States,Washington,Lacey,1
United States,Washington,Lake Forest Park,1
United States,Washington,Lakewood,1
United States,Washington,Langley,1
United States,Washington,Mountlake Terrace,1
United States,Washington,Naches,1
United States,Washington,Newport,1
United States,Washington,North Bend,1
United States,Washington,Odessa,1
United States,Washington,Olalla,1
United States,Washington,Pacific,1
United States,Washington,Port Orchard,1
United States,Washington,Quilcene,1
United States,Washington,Republic,1
United States,Washington,Roslyn,1
United States,Washington,Ruston,1
United States,Washington,Sammamish,1
United States,Washington,Seaview,1
United States,Washington,Shelton,1
United States,Washington,Shoreline,1
United States,Washington,Snoqualmie Pass,1
United States,Washington,South Bend,1
United States,Washington,Stanwood,1
United States,Washington,Stevenson,1
United States,Washington,Tenino,1
United States,Washington,Toppenish,1
United States,Washington,Tukwila,1
United States,Washington,Waitsburg,1
United States,Washington,Westport,1
United States,Washington,White Salmon,1
United States,Washington,Winthrop,1
United States,Washington,Yarrow Point,1
United States,Washington,Yelm,1
United States,Washington,index,1
United States,West Virginia,Charleston,3
United States,West Virginia,Fayetteville,3
United States,West Virginia,Berkeley Springs,2
United States,West Virginia,Charles Town,2
United States,West Virginia,Davis,2
United States,West Virginia,Elkins,2
United States,West Virginia,Morgantown,2
United States,West Virginia,Parkersburg,2
United States,West Virginia,Summersville,2
United States,West Virginia,Wheeling,2
United States,West Virginia,Beckley,1
United States,West Virginia,Bruceton Mills,1
United States,West Virginia,Clendenin,1
United States,West Virginia,Ghent,1
United States,West Virginia,Hillsboro,1
United States,West Virginia,Huntington,1
United States,West Virginia,Keyser,1
United States,West Virginia,Martinsburg,1
United States,West Virginia,Maxwelton,1
United States,West Virginia,Princeton,1
United States,West Virginia,Rippon,1
United States,West Virginia,Rivesville,1
United States,West Virginia,Shepherdstown,1
United States,West Virginia,Snowshoe,1
United States,West Virginia,Terra Alta,1
United States,West Virginia,Thomas,1
United States,West Virginia,Westover,1
United States,West Virginia,White Sulphur Springs,1
United States,Wisconsin,Milwaukee,31
United States,Wisconsin,Madison,15
United States,Wisconsin,Green Bay,8
United States,Wisconsin,La Crosse,6
United States,Wisconsin,Appleton,4
United States,Wisconsin,Oshkosh,4
United States,Wisconsin,Eau Claire,3
United States,Wisconsin,Glendale,3
United States,Wisconsin,Kenosha,3
United States,Wisconsin,Manitowoc,3
United States,Wisconsin,Oconomowoc,3
United States,Wisconsin,Onalaska,3
United States,Wisconsin,Stevens Point,3
United States,Wisconsin,Waunakee,3
United States,Wisconsin,Wausau,3
United States,Wisconsin,Black River Falls,2
United States,Wisconsin,Cedarburg,2
United States,Wisconsin,Chilton,2
United States,Wisconsin,Chippewa Falls,2
United States,Wisconsin,Delafield,2
United States,Wisconsin,Hudson,2
United States,Wisconsin,Janesville,2
United States,Wisconsin,Lake Mills,2
United States,Wisconsin,Menasha,2
United States,Wisconsin,Menomonie,2
United States,Wisconsin,Monroe,2
United States,Wisconsin,Neenah,2
United States,Wisconsin,New Glarus,2
United States,Wisconsin,Plover,2
United States,Wisconsin,Potosi,2
United States,Wisconsin,Racine,2
United States,Wisconsin,River Falls,2
United States,Wisconsin,Sheboygan,2
United States,Wisconsin,Sturgeon Bay,2
United States,Wisconsin,Superior,2
United States,Wisconsin,Verona,2
United States,Wisconsin,Waukesha,2
United States,Wisconsin,West Bend,2
United States,Wisconsin,Whitewater,2
United States,Wisconsin,Wisconsin Dells,2
United States,Wisconsin,de Pere,2
United States,Wisconsin,Algoma,1
United States,Wisconsin,Altoona,1
United States,Wisconsin,Amery,1
United States,Wisconsin,Amherst,1
United States,Wisconsin,Arena,1
United States,Wisconsin,Ashland,1
United States,Wisconsin,Athens,1
United States,Wisconsin,Baileys Harbor,1
United States,Wisconsin,Baraboo,1
United States,Wisconsin,Beaver Dam,1
United States,Wisconsin,Belleville,1
United States,Wisconsin,Bloomer,1
United States,Wisconsin,Brookfield,1
United States,Wisconsin,Clear Lake,1
United States,Wisconsin,Coloma,1
United States,Wisconsin,Columbus,1
United States,Wisconsin,Cornell,1
United States,Wisconsin,Cross Plains,1
United States,Wisconsin,Dallas,1
United States,Wisconsin,Darlington,1
United States,Wisconsin,De Pere,1
United States,Wisconsin,Eagle River,1
United States,Wisconsin,East Troy,1
United States,Wisconsin,Egg Harbor,1
United States,Wisconsin,Elkhart Lake,1
United States,Wisconsin,Elkhorn,1
United States,Wisconsin,Fall Creek,1
United States,Wisconsin,Fitchburg,1
United States,Wisconsin,Fort Atkinson,1
United States,Wisconsin,Fountain City,1
United States,Wisconsin,Grafton,1
United States,Wisconsin,Greendale,1
United States,Wisconsin,Greenleaf,1
United States,Wisconsin,Hartland,1
United States,Wisconsin,Hayward,1
United States,Wisconsin,Hillsboro,1
United States,Wisconsin,Lake Geneva,1
United States,Wisconsin,Luxemburg,1
United States,Wisconsin,Manitowish Waters,1
United States,Wisconsin,Marinette,1
United States,Wisconsin,Marion,1
United States,Wisconsin,Marshfield,1
United States,Wisconsin,Mequon,1
United States,Wisconsin,Merrill,1
United States,Wisconsin,Middleton,1
United States,Wisconsin,Mineral Point,1
United States,Wisconsin,Minocqua,1
United States,Wisconsin,Mount Horeb,1
United States,Wisconsin,Mount Pleasant,1
United States,Wisconsin,Mukwonago,1
United States,Wisconsin,New Richmond,1
United States,Wisconsin,Oak Creek,1
United States,Wisconsin,Omro,1
United States,Wisconsin,Osseo,1
United States,Wisconsin,Plum City,1
United States,Wisconsin,Plymouth,1
United States,Wisconsin,Port Washington,1
United States,Wisconsin,Reedsburg,1
United States,Wisconsin,Rhinelander,1
United States,Wisconsin,Rice Lake,1
United States,Wisconsin,Richland Center,1
United States,Wisconsin,Ripon,1
United States,Wisconsin,Roberts,1
United States,Wisconsin,Rosholt,1
United States,Wisconsin,Saint Croix Falls,1
United States,Wisconsin,Saint Francis,1
United States,Wisconsin,Sauk City,1
United States,Wisconsin,Soldiers Grove,1
United States,Wisconsin,Somerset,1
United States,Wisconsin,Stoughton,1
United States,Wisconsin,Two Rivers,1
United States,Wisconsin,Warrens,1
United States,Wisconsin,Washburn,1
United States,Wisconsin,Waterloo,1
United States,Wisconsin,West Allis,1
United States,Wisconsin,Whitehall,1
United States,Wisconsin,Wilson,1
United States,Wisconsin,Woodruff,1
United States,Wyoming,Casper,8
United States,Wyoming,Cheyenne,5
United States,Wyoming,Cody,5
United States,Wyoming,Laramie,5
United States,Wyoming,Jackson,4
United States,Wyoming,Rock Springs,3
United States,Wyoming,Sheridan,3
United States,Wyoming,Buffalo,2
United States,Wyoming,Gillette,2
United States,Wyoming,Powell,2
United States,Wyoming,Alpine,1
United States,Wyoming,Douglas,1
United States,Wyoming,Evanston,1
United States,Wyoming,Glenrock,1
United States,Wyoming,Green River,1
United States,Wyoming,Jackson Hole,1
United States,Wyoming,Lander,1
United States,Wyoming,Pinedale,1
United States,Wyoming,Ranchester,1
United States,Wyoming,Saratoga,1
United States,Wyoming,Ten Sleep,1
United States,Wyoming,Thermopolis,1
United States,Wyoming,Torrington,1
