country,state_province,city,brewery_count
United States,Nevada,Carson City,2
United States,Nevada,Boulder City,1
United States,Nevada,Elko,1
United States,Nevada,Incline Village,1
United States,Nevada,Laughlin,1
United States,Nevada,Tonopah,1
United States,Nevada,Virginia City,1
United States,Nevada,Wells,1
United States,New Hampshire,Manchester,9
United States,New Hampshire,Nashua,8
United States,New Hampshire,Portsmouth,8
United States,New Hampshire,Londonderry,5
United States,New Hampshire,Dover,4
United States,New Hampshire,Bristol,3
United States,New Hampshire,Concord,3
United States,New Hampshire,Derry,3
United States,New Hampshire,Exeter,3
United States,New Hampshire,Keene,3
United States,New Hampshire,North Conway,3
United States,New Hampshire,Plymouth,3
United States,New Hampshire,Conway,2
United States,New Hampshire,Hampton,2
United States,New Hampshire,Littleton,2
United States,New Hampshire,Merrimack,2
United States,New Hampshire,Milford,2
United States,New Hampshire,North Woodstock,2
United States,New Hampshire,Northwood,2
United States,New Hampshire,Salem,2
United States,New Hampshire,Swanzey,2
United States,New Hampshire,Wolfeboro,2
United States,New Hampshire,Alstead,1
United States,New Hampshire,Amherst,1
United States,New Hampshire,Ashland,1
United States,New Hampshire,Auburn,1
United States,New Hampshire,Bethlehem,1
United States,New Hampshire,Campton,1
United States,New Hampshire,Canterbury,1
United States,New Hampshire,Croydon,1
United States,New Hampshire,Epsom,1
United States,New Hampshire,Franconia,1
United States,New Hampshire,Franklin,1
United States,New Hampshire,Goffstown,1
United States,New Hampshire,Groveton,1
United States,New Hampshire,Hancock,1
United States,New Hampshire,Henniker,1
United States,New Hampshire,Holderness,1
United States,New Hampshire,Hooksett,1
United States,New Hampshire,Intervale,1
United States,New Hampshire,Lancaster,1
United States,New Hampshire,Langdon,1
United States,New Hampshire,Lincoln,1
United States,New Hampshire,New London,1
United States,New Hampshire,Newington,1
United States,New Hampshire,Newmarket,1
United States,New Hampshire,North Hampton,1
United States,New Hampshire,Peterborough,1
United States,New Hampshire,Richmond,1
United States,New Hampshire,Rochester,1
United States,New Hampshire,Roxbury,1
United States,New Hampshire,Rumney,1
United States,New Hampshire,Salisbury,1
United States,New Hampshire,Somersworth,1
United States,New Hampshire,Sunapee,1
United States,New Hampshire,Suncook,1
United States,New Hampshire,Tilton,1
United States,New Hampshire,Troy,1
United States,New Hampshire,West Ossipee,1
United States,New Hampshire,Winchester,1
United States,New Jersey,Hackettstown,3
United States,New Jersey,Hammonton,3
United States,New Jersey,Asbury Park,2
United States,New Jersey,Cape May,2
United States,New Jersey,Cape May Court House,2
United States,New Jersey,Egg Harbor Township,2
United States,New Jersey,Fairfield,2
United States,New Jersey,Flemington,2
United States,New Jersey,Glassboro,2
United States,New Jersey,Hackensack,2
United States,New Jersey,Jersey City,2
United States,New Jersey,Medford,2
United States,New Jersey,Montclair,2
United States,New Jersey,Mount Holly,2
United States,New Jersey,Pitman,2
United States,New Jersey,Rio Grande,2
United States,New Jersey,South Orange,2
United States,New Jersey,Toms River,2
United States,New Jersey,Atco,1
United States,New Jersey,Atlantic City,1
United States,New Jersey,Atlantic Highlands,1
United States,New Jersey,Beach Haven,1
United States,New Jersey,Belford,1
United States,New Jersey,Belmar,1
United States,New Jersey,Berkeley Heights,1
United States,New Jersey,Berlin,1
United States,New Jersey,Blairstown,1
United States,New Jersey,Bordentown,1
United States,New Jersey,Bradley Beach,1
United States,New Jersey,Burlington,1
United States,New Jersey,Butler,1
United States,New Jersey,Chatham,1
United States,New Jersey,Cherry Hill,1
United States,New Jersey,Clarksboro,1
United States,New Jersey,Collingswood,1
United States,New Jersey,Colts Neck,1
United States,New Jersey,Cream Ridge,1
United States,New Jersey,Edison,1
United States,New Jersey,Ewing,1
United States,New Jersey,Forked River,1
United States,New Jersey,Galloway,1
United States,New Jersey,Haddon Heights,1
United States,New Jersey,Hillsborough,1
United States,New Jersey,Hoboken,1
United States,New Jersey,Hopewell,1
United States,New Jersey,Keansburg,1
United States,New Jersey,Kenilworth,1
United States,New Jersey,Lafayette,1
United States,New Jersey,Lakewood,1
United States,New Jersey,Little Egg Harbor Twp,1
United States,New Jersey,Little Ferry,1
United States,New Jersey,Long Branch,1
United States,New Jersey,Long Valley,1
United States,New Jersey,Manahawkin,1
United States,New Jersey,Manasquan,1
United States,New Jersey,Maple Shade,1
United States,New Jersey,Marlton,1
United States,New Jersey,Merchantville,1
United States,New Jersey,Middlesex,1
United States,New Jersey,Milford,1
United States,New Jersey,Millville,1
United States,New Jersey,Morristown,1
United States,New Jersey,Neptune City,1
United States,New Jersey,New Brunswick,1
United States,New Jersey,Newark,1
United States,New Jersey,Newton,1
United States,New Jersey,North Bergen,1
United States,New Jersey,Oaklyn,1
United States,New Jersey,Ocean,1
United States,New Jersey,Ocean City,1
United States,New Jersey,Ocean View,1
United States,New Jersey,Pennington,1
United States,New Jersey,Pennsauken,1
United States,New Jersey,Point Pleasant Beach,1
United States,New Jersey,Point Pleasant Boro,1
United States,New Jersey,Pompton Lakes,1
United States,New Jersey,Princeton,1
United States,New Jersey,Rahway,1
United States,New Jersey,Red Bank,1
United States,New Jersey,Ridgefield Park,1
United States,New Jersey,Roselle Park,1
United States,New Jersey,Seaside Heights,1
United States,New Jersey,Shamong,1
United States,New Jersey,Somerdale,1
United States,New Jersey,Somers Point,1
United States,New Jersey,Sparta,1
United States,New Jersey,Tinton Falls,1
United States,New Jersey,Vineland,1
United States,New Jersey,Voorhees,1
United States,New Jersey,West Orange,1
United States,New Jersey,Whitehouse Station,1
United States,New Jersey,Wildwood,1
United States,New Jersey,Williamstown,1
United States,New Jersey,Woodbridge,1
United States,New Jersey,Woodbury,1
United States,New Mexico,Albuquerque,32
United States,New Mexico,Santa Fe,11
United States,New Mexico,Las Cruces,6
United States,New Mexico,Rio Rancho,3
United States,New Mexico,Bernalillo,2
United States,New Mexico,Carlsbad,2
United States,New Mexico,Corrales,2
United States,New Mexico,Grants,2
United States,New Mexico,Taos,2
United States,New Mexico,Angel Fire,1
United States,New Mexico,Artesia,1
United States,New Mexico,Aztec,1
United States,New Mexico,Cedar Crest,1
United States,New Mexico,Cimarron,1
United States,New Mexico,Eagle Nest,1
United States,New Mexico,El Prado,1
United States,New Mexico,Embudo,1
United States,New Mexico,Farmington,1
United States,New Mexico,Los Alamos,1
United States,New Mexico,Los Ranchos de Albuquerque,1
United States,New Mexico,Lovington,1
United States,New Mexico,Moriarty,1
United States,New Mexico,Mosquero,1
United States,New Mexico,Ojo Caliente,1
United States,New Mexico,Portales,1
United States,New Mexico,Raton,1
United States,New Mexico,Red River,1
United States,New Mexico,Ruidoso Downs,1
United States,New Mexico,Silver City,1
United States,New Mexico,Truth or Consequences,1
United States,New York,Brooklyn,27
United States,New York,Buffalo,17
United States,New York,Rochester,15
United States,New York,New York,13
United States,New York,Syracuse,10
United States,New York,Long Island City,7
United States,New York,Canandaigua,6
United States,New York,Geneva,6
United States,New York,New Paltz,6
United States,New York,Riverhead,6
United States,New York,Farmingdale,5
United States,New York,Poughkeepsie,5
United States,New York,Saratoga Springs,5
United States,New York,Albany,4
United States,New York,Bay Shore,4
United States,New York,Bronx,4
United States,New York,Corning,4
United States,New York,Hammondsport,4
United States,New York,Holbrook,4
United States,New York,Auburn,3
United States,New York,Fairport,3
United States,New York,Glens Falls,3
United States,New York,Hector,3
United States,New York,Ithaca,3
United States,New York,Lake Placid,3
United States,New York,Patchogue,3
United States,New York,Penn Yan,3
United States,New York,Plattsburgh,3
United States,New York,Schenectady,3
United States,New York,Staten Island,3
United States,New York,Watertown,3
United States,New York,Baldwinsville,2
United States,New York,Beacon,2
United States,New York,Binghamton,2
United States,New York,Bloomfield,2
United States,New York,Brockport,2
United States,New York,Burdett,2
United States,New York,Cazenovia,2
United States,New York,Chester,2
United States,New York,Clarence,2
United States,New York,Cooperstown,2
United States,New York,Gardiner,2
United States,New York,Hudson,2
United States,New York,Hyde Park,2
United States,New York,Kingston,2
United States,New York,Livingston Manor,2
United States,New York,Mamaroneck,2
United States,New York,Manlius,2
United States,New York,Middletown,2
United States,New York,Northport,2
United States,New York,Oneonta,2
United States,New York,Ossining,2
United States,New York,Pearl River,2
United States,New York,Peekskill,2
United States,New York,Queensbury,2
United States,New York,Ridgewood,2
United States,New York,Rocky Point,2
United States,New York,Schroon Lake,2
United States,New York,Spencerport,2
United States,New York,Troy,2
United States,New York,Tupper Lake,2
United States,New York,Utica,2
United States,New York,Victor,2
United States,New York,Wappingers Falls,2
United States,New York,Watkins Glen,2
United States,New York,Webster,2
United States,New York,Accord,1
United States,New York,Akwesasne,1
United States,New York,Altamont,1
United States,New York,Amityville,1
United States,New York,Amsterdam,1
United States,New York,Arverne,1
United States,New York,Astoria,1
United States,New York,Athens,1
United States,New York,Ballston Lake,1
United States,New York,Batavia,1
United States,New York,Blauvelt,1
United States,New York,Bolton Landing,1
United States,New York,Brewster,1
United States,New York,Canastota,1
United States,New York,Cape Vincent,1
United States,New York,Catskill,1
United States,New York,Center Moriches,1
United States,New York,Centerport,1
United States,New York,Chase Mills,1
United States,New York,Chatham,1
United States,New York,Cheektowaga,1
United States,New York,Chemung,1
United States,New York,Cherry Valley,1
United States,New York,Clay,1
United States,New York,Clayton,1
United States,New York,Clifton Park,1
United States,New York,Cohoes,1
United States,New York,Cold Spring,1
United States,New York,College Point,1
United States,New York,Cortland,1
United States,New York,Davenport,1
United States,New York,Delmar,1
United States,New York,Dickinson Center,1
United States,New York,Dobbs Ferry,1
United States,New York,Dryden,1
United States,New York,Dundee,1
United States,New York,Earlton,1
United States,New York,East Aurora,1
United States,New York,East Berne,1
United States,New York,Eldred,1
United States,New York,Elizaville,1
United States,New York,Ellicottville,1
United States,New York,Elmira,1
United States,New York,Elmsford,1
United States,New York,Endicott,1
United States,New York,Farmington,1
United States,New York,Florida,1
United States,New York,Flushing,1
United States,New York,Fort Ann,1
United States,New York,Fort Drum,1
United States,New York,Freeport,1
United States,New York,Freeville,1
United States,New York,Friendship,1
United States,New York,Garnerville,1
United States,New York,Garrattsville,1
United States,New York,Glen Cove,1
United States,New York,Gloversville,1
United States,New York,Gouverneur,1
United States,New York,Greenville,1
United States,New York,Greenwich,1
United States,New York,Groton,1
United States,New York,Hamburg,1
United States,New York,Hamilton,1
United States,New York,Hicksville,1
United States,New York,Highland,1
United States,New York,Hilton,1
United States,New York,Himrod,1
United States,New York,Holland Patent,1
United States,New York,Honeoye Falls,1
United States,New York,Hornell,1
United States,New York,Howes Cave,1
United States,New York,Huntington,1
United States,New York,Ilion,1
United States,New York,Interlaken,1
United States,New York,Jamestown,1
United States,New York,Jamesville,1
United States,New York,Johnson City,1
United States,New York,Keeseville,1
United States,New York,King Ferry,1
United States,New York,Lake George,1
United States,New York,Lakewood,1
United States,New York,Lansing,1
United States,New York,Lewiston,1
United States,New York,Linwood,1
United States,New York,Lockport,1
United States,New York,Lodi,1
United States,New York,Lowville,1
United States,New York,Mahopac,1
United States,New York,Malone,1
United States,New York,Manchester,1
United States,New York,Marietta,1
United States,New York,Mattituck,1
United States,New York,Mayville,1
United States,New York,Mechanicville,1
United States,New York,Middleburgh,1
United States,New York,Millerton,1
United States,New York,Monroe,1
United States,New York,Montauk,1
United States,New York,Montour Falls,1
United States,New York,Moriah,1
United States,New York,Morrisville,1
United States,New York,Munnsville,1
United States,New York,Nassau,1
United States,New York,New City,1
United States,New York,Newburgh,1
United States,New York,North Hoosick,1
United States,New York,North Syracuse,1
United States,New York,Oceanside,1
United States,New York,Old Forge,1
United States,New York,Olean,1
United States,New York,Oswego,1
United States,New York,Ovid,1
United States,New York,Owego,1
United States,New York,Oyster Bay,1
United States,New York,Peconic,1
United States,New York,Penfield,1
United States,New York,Perry,1
United States,New York,Peru,1
United States,New York,Petersburg,1
United States,New York,Phelps,1
United States,New York,Phoenicia,1
United States,New York,Pine Island,1
United States,New York,Pittsford,1
United States,New York,Port Crane,1
United States,New York,Port Jefferson,1
United States,New York,Port Jefferson Station,1
United States,New York,Port Jervis,1
United States,New York,Queens,1
United States,New York,Red Hook,1
United States,New York,Rensselaerville,1
United States,New York,Ripley,1
United States,New York,Rome,1
United States,New York,Roscoe,1
United States,New York,Sackets Harbor,1
United States,New York,Salem,1
United States,New York,Saranac Lake,1
United States,New York,Seneca Falls,1
United States,New York,Shelter Island,1
United States,New York,Sherburne,1
United States,New York,South Glens Falls,1
United States,New York,Southampton,1
United States,New York,Strykersville,1
United States,New York,Tarrytown,1
United States,New York,Troupsburg,1
United States,New York,Trumansburg,1
United States,New York,Tuckahoe,1
United States,New York,Warners,1
United States,New York,Warsaw,1
United States,New York,Wawarsing,1
United States,New York,Weedsport,1
United States,New York,West Islip,1
United States,New York,West Kill,1
United States,New York,West Park,1
United States,New York,Westfield,1
United States,New York,Westport,1
United States,New York,Westtown,1
United States,New York,White Plains,1
United States,New York,Williamsville,1
United States,New York,Wilson,1
United States,New York,Windham,1
United States,New York,Yonkers,1
United States,North Carolina,Charlotte,31
United States,North Carolina,Asheville,27
United States,North Carolina,Raleigh,23
United States,North Carolina,Wilmington,15
United States,North Carolina,Durham,12
United States,North Carolina,Greensboro,9
United States,North Carolina,Winston Salem,7
United States,North Carolina,Concord,5
United States,North Carolina,Fuquay Varina,5
United States,North Carolina,Boone,4
United States,North Carolina,Chapel Hill,4
United States,North Carolina,Fayetteville,4
United States,North Carolina,Arden,3
United States,North Carolina,Brevard,3
United States,North Carolina,Carrboro,3
United States,North Carolina,Cary,3
United States,North Carolina,Cornelius,3
United States,North Carolina,Greenville,3
United States,North Carolina,Hendersonville,3
United States,North Carolina,Hickory,3
United States,North Carolina,High Point,3
United States,North Carolina,Mooresville,3
United States,North Carolina,Mount Airy,3
United States,North Carolina,Rocky Mount,3
United States,North Carolina,Weaverville,3
United States,North Carolina,Andrews,2
United States,North Carolina,Angier,2
United States,North Carolina,Apex,2
United States,North Carolina,Belmont,2
United States,North Carolina,Black Mountain,2
United States,North Carolina,Bryson City,2
United States,North Carolina,Elkin,2
United States,North Carolina,Fairview,2
United States,North Carolina,Franklin,2
United States,North Carolina,Hillsborough,2
United States,North Carolina,Holly Springs,2
United States,North Carolina,Lincolnton,2
United States,North Carolina,Morehead City,2
United States,North Carolina,Morganton,2
United States,North Carolina,New Bern,2
United States,North Carolina,Pinehurst,2
United States,North Carolina,Pisgah Forest,2
United States,North Carolina,Pittsboro,2
United States,North Carolina,Salisbury,2
United States,North Carolina,Southern Pines,2
United States,North Carolina,Sylva,2
United States,North Carolina,Wake Forest,2
United States,North Carolina,Waynesville,2
United States,North Carolina,Aberdeen,1
United States,North Carolina,Ahoskie,1
United States,North Carolina,Asheboro,1
United States,North Carolina,Banner Elk,1
United States,North Carolina,Bear Creek,1
United States,North Carolina,Beaufort,1
United States,North Carolina,Beech Mountain,1
United States,North Carolina,Blowing Rock,1
United States,North Carolina,Burnsville,1
United States,North Carolina,Candler,1
United States,North Carolina,Canton,1
United States,North Carolina,Carolina Beach,1
United States,North Carolina,Clayton,1
United States,North Carolina,Clemmons,1
United States,North Carolina,Corolla,1
United States,North Carolina,Dallas,1
United States,North Carolina,Davidson,1
United States,North Carolina,Elizabeth City,1
United States,North Carolina,Farmville,1
United States,North Carolina,Flat Rock,1
United States,North Carolina,Fletcher,1
United States,North Carolina,Gastonia,1
United States,North Carolina,Gold Hill,1
United States,North Carolina,Graham,1
United States,North Carolina,Grandy,1
United States,North Carolina,Granite Falls,1
United States,North Carolina,Hayesville,1
United States,North Carolina,Highlands,1
United States,North Carolina,Hope Mills,1
United States,North Carolina,Huntersville,1
United States,North Carolina,Indian Trail,1
United States,North Carolina,Jamestown,1
United States,North Carolina,Kernersville,1
United States,North Carolina,Kill Devil Hills,1
United States,North Carolina,Kinston,1
United States,North Carolina,Lake Lure,1
United States,North Carolina,Lansing,1
United States,North Carolina,Lenoir,1
United States,North Carolina,Lewisville,1
United States,North Carolina,Lexington,1
United States,North Carolina,Manteo,1
United States,North Carolina,Marion,1
United States,North Carolina,Marshall,1
United States,North Carolina,Mebane,1
United States,North Carolina,Mills River,1
United States,North Carolina,Mint Hill,1
United States,North Carolina,Monroe,1
United States,North Carolina,Murphy,1
United States,North Carolina,Nebo,1
United States,North Carolina,Newport,1
United States,North Carolina,Ocean Isle Beach,1
United States,North Carolina,Ocracoke,1
United States,North Carolina,Oriental,1
United States,North Carolina,Oxford,1
United States,North Carolina,Pineville,1
United States,North Carolina,Plumtree,1
United States,North Carolina,Reidsville,1
United States,North Carolina,Roxboro,1
United States,North Carolina,Rutherfordton,1
United States,North Carolina,Sanford,1
United States,North Carolina,Sapphire,1
United States,North Carolina,Saxapahaw,1
United States,North Carolina,Seagrove,1
United States,North Carolina,Shallotte,1
United States,North Carolina,Shelby,1
United States,North Carolina,Smithfield,1
United States,North Carolina,Southport,1
United States,North Carolina,Spruce Pine,1
United States,North Carolina,Surf City,1
United States,North Carolina,Tarboro,1
United States,North Carolina,Trenton,1
United States,North Carolina,Tryon,1
United States,North Carolina,Valdese,1
United States,North Carolina,Waxhaw,1
United States,North Carolina,West Jefferson,1
United States,North Carolina,Whitsett,1
United States,North Carolina,Wilson,1
United States,North Carolina,Winston-Salem,1
United States,North Carolina,Woodfin,1
United States,North Carolina,Youngsville,1
United States,North Dakota,Fargo,7
United States,North Dakota,Bismarck,5
United States,North Dakota,Grand Forks,3
United States,North Dakota,Mandan,2
United States,North Dakota,Minot,2
United States,North Dakota,Dickinson,1
United States,North Dakota,Mapleton,1
United States,North Dakota,McKenzie,1
United States,North Dakota,Valley City,1
United States,North Dakota,Watford City,1
United States,North Dakota,West Fargo,1
United States,North Dakota,Williston,1
United States,Ohio,Cincinnati,34
United States,Ohio,Columbus,33
United States,Ohio,Cleveland,29
United States,Ohio,Akron,11
United States,Ohio,Dayton,9
United States,Ohio,Toledo,5
United States,Ohio,Athens,4
United States,Ohio,Canton,4
United States,Ohio,Cuyahoga Falls,4
United States,Ohio,Delaware,3
United States,Ohio,Lakewood,3
United States,Ohio,Lancaster,3
United States,Ohio,Newark,3
United States,Ohio,Sylvania,3
United States,Ohio,Ashland,2
United States,Ohio,Austintown,2
United States,Ohio,Barberton,2
United States,Ohio,Canal Winchester,2
United States,Ohio,Centerville,2
United States,Ohio,Chagrin Falls,2
United States,Ohio,Cleveland Heights,2
United States,Ohio,Geneva,2
United States,Ohio,Grand Rapids,2
United States,Ohio,Granville,2
United States,Ohio,Hamilton,2
United States,Ohio,Madison,2
United States,Ohio,Mansfield,2
United States,Ohio,Mason,2
United States,Ohio,Massillon,2
United States,Ohio,Medina,2
United States,Ohio,Mentor,2
United States,Ohio,Miamisburg,2
United States,Ohio,Middleburg Heights,2
United States,Ohio,Middletown,2
United States,Ohio,Mount Orab,2
United States,Ohio,Powell,2
United States,Ohio,Strongsville,2
United States,Ohio,Warren,2
United States,Ohio,Wauseon,2
United States,Ohio,West Chester,2
United States,Ohio,Willoughby,2
United States,Ohio,Zanesville,2
United States,Ohio,Avon,1
United States,Ohio,Beavercreek,1
United States,Ohio,Belle Center,1
United States,Ohio,Bellefontaine,1
United States,Ohio,Berea,1
United States,Ohio,Bidwell,1
United States,Ohio,Bloomingdale,1
United States,Ohio,Blue Ash,1
United States,Ohio,Bolivar,1
United States,Ohio,Bowling Green,1
United States,Ohio,Brunswick,1
United States,Ohio,Bryan,1
United States,Ohio,Buckeye Lake,1
United States,Ohio,Cadiz,1
United States,Ohio,Cambridge,1
United States,Ohio,Carroll,1
United States,Ohio,Catawba Island,1
United States,Ohio,Celina,1
United States,Ohio,Chardon,1
United States,Ohio,Coldwater,1
United States,Ohio,Columbiana,1
United States,Ohio,Coshocton,1
United States,Ohio,Defiance,1
United States,Ohio,Elyria,1
United States,Ohio,Fairfield,1
United States,Ohio,Findlay,1
United States,Ohio,Fresno,1
United States,Ohio,Gahanna,1
United States,Ohio,Grove City,1
United States,Ohio,Hartville,1
United States,Ohio,Heath,1
United States,Ohio,Hicksville,1
United States,Ohio,Hinckley,1
United States,Ohio,Holland,1
United States,Ohio,Huber Heights,1
United States,Ohio,Hudson,1
United States,Ohio,Huntsville,1
United States,Ohio,Jackson,1
United States,Ohio,Kent,1
United States,Ohio,Lake Milton,1
United States,Ohio,Lewis Center,1
United States,Ohio,Lisbon,1
United States,Ohio,Logan,1
United States,Ohio,Lorain,1
United States,Ohio,Loveland,1
United States,Ohio,Maineville,1
United States,Ohio,Marengo,1
United States,Ohio,Maria Stein,1
United States,Ohio,Marietta,1
United States,Ohio,Marion,1
United States,Ohio,Marysville,1
United States,Ohio,Maumee,1
United States,Ohio,Medway,1
United States,Ohio,Middle Bass Island,1
United States,Ohio,Milford,1
United States,Ohio,Millersburg,1
United States,Ohio,Minerva,1
United States,Ohio,Monroe,1
United States,Ohio,Morrow,1
United States,Ohio,Mount Vernon,1
United States,Ohio,Mount Victory,1
United States,Ohio,Napoleon,1
United States,Ohio,Nelsonville,1
United States,Ohio,Nevada,1
United States,Ohio,New Bremen,1
United States,Ohio,New Madison,1
United States,Ohio,Newbury,1
United States,Ohio,North Canton,1
United States,Ohio,North Olmsted,1
United States,Ohio,Oxford,1
United States,Ohio,Pickerington,1
United States,Ohio,Pomeroy,1
United States,Ohio,Port Clinton,1
United States,Ohio,Portsmouth,1
United States,Ohio,Put In Bay,1
United States,Ohio,Rayland,1
United States,Ohio,Rocky River,1
United States,Ohio,Sandusky,1
United States,Ohio,Sherrodsville,1
United States,Ohio,Springboro,1
United States,Ohio,Springfield,1
United States,Ohio,Stow,1
United States,Ohio,Sugar Grove,1
United States,Ohio,Sunbury,1
United States,Ohio,Tiffin,1
United States,Ohio,Trenton,1
United States,Ohio,Vandalia,1
United States,Ohio,Versailles,1
United States,Ohio,Wadsworth,1
United States,Ohio,Westerville,1
United States,Ohio,Westlake,1
United States,Ohio,Whitehall,1
United States,Ohio,Williamsburg,1
United States,Ohio,Wilmington,1
United States,Ohio,Wooster,1
United States,Ohio,Xenia,1
United States,Ohio,Yellow Springs,1
United States,Ohio,Youngstown,1
United States,Ohio,middleburg hts,1
United States,Oklahoma,Oklahoma City,14
United States,Oklahoma,Tulsa,13
United States,Oklahoma,Norman,3
United States,Oklahoma,Broken Bow,2
United States,Oklahoma,Edmond,2
United States,Oklahoma,Bartlesville,1
United States,Oklahoma,Broken Arrow,1
United States,Oklahoma,Caddo,1
United States,Oklahoma,El Reno,1
United States,Oklahoma,Krebs,1
United States,Oklahoma,Mead,1
United States,Oklahoma,Moore,1
United States,Oklahoma,Ponca City,1
United States,Oklahoma,Pryor,1
United States,Oklahoma,Stillwater,1
United States,Oregon,Portland,85
United States,Oregon,Bend,24
United States,Oregon,Eugene,15
United States,Oregon,Salem,9
United States,Oregon,Corvallis,8
United States,Oregon,Medford,8
United States,Oregon,Astoria,6
United States,Oregon,Redmond,6
United States,Oregon,Roseburg,6
United States,Oregon,Beaverton,5
United States,Oregon,Hillsboro,5
United States,Oregon,Hood River,5
United States,Oregon,McMinnville,5
United States,Oregon,Oregon City,5
United States,Oregon,Grants Pass,4
United States,Oregon,Gresham,4
United States,Oregon,Albany,3
United States,Oregon,Cannon Beach,3
United States,Oregon,Forest Grove,3
United States,Oregon,Newberg,3
United States,Oregon,Newport,3
United States,Oregon,Silverton,3
United States,Oregon,Tillamook,3
United States,Oregon,Ashland,2
United States,Oregon,Baker City,2
United States,Oregon,Brookings,2
United States,Oregon,Clackamas,2
United States,Oregon,Dundee,2
United States,Oregon,Klamath Falls,2
United States,Oregon,Lake Oswego,2
United States,Oregon,Lebanon,2
United States,Oregon,Lincoln City,2
United States,Oregon,Milwaukie,2
United States,Oregon,Ontario,2
United States,Oregon,Pendleton,2
United States,Oregon,Philomath,2
United States,Oregon,Sandy,2
United States,Oregon,Seaside,2
United States,Oregon,Sherwood,2
United States,Oregon,Sisters,2
United States,Oregon,Springfield,2
United States,Oregon,Tigard,2
United States,Oregon,Tualatin,2
United States,Oregon,Wilsonville,2
United States,Oregon,Alsea,1
United States,Oregon,Bandon,1
United States,Oregon,Banks,1
United States,Oregon,Boardman,1
United States,Oregon,Burns,1
United States,Oregon,Carlton,1
United States,Oregon,Cascade Locks,1
United States,Oregon,Cave Junction,1
United States,Oregon,Coos Bay,1
United States,Oregon,Enterprise,1
United States,Oregon,Estacada,1
United States,Oregon,Gold Beach,1
United States,Oregon,Government Camp,1
United States,Oregon,Hermiston,1
United States,Oregon,Independence,1
United States,Oregon,John Day,1
United States,Oregon,Milton Freewater,1
United States,Oregon,Mount Hood Parkdale,1
United States,Oregon,Mt Hood,1
United States,Oregon,Oakridge,1
United States,Oregon,Pacific City,1
United States,Oregon,Prineville,1
United States,Oregon,Reedsport,1
United States,Oregon,Saint Helens,1
United States,Oregon,Sunriver,1
United States,Oregon,Terrebonne,1
United States,Oregon,The Dalles,1
United States,Oregon,Troutdale,1
United States,Oregon,West Linn,1
United States,Oregon,Williams,1
United States,Oregon,Winston,1
United States,Oregon,Yachats,1
United States,Pennsylvania,Pittsburgh,26
United States,Pennsylvania,Philadelphia,23
United States,Pennsylvania,Harrisburg,7
United States,Pennsylvania,Erie,6
United States,Pennsylvania,Lancaster,5
United States,Pennsylvania,Phoenixville,5
United States,Pennsylvania,Williamsport,5
United States,Pennsylvania,York,5
United States,Pennsylvania,Bethlehem,4
United States,Pennsylvania,Danville,4
United States,Pennsylvania,Hanover,4
United States,Pennsylvania,Wilkes Barre,4
United States,Pennsylvania,Allentown,3
United States,Pennsylvania,Ardmore,3
United States,Pennsylvania,Butler,3
United States,Pennsylvania,Carlisle,3
United States,Pennsylvania,Easton,3
United States,Pennsylvania,Emmaus,3
United States,Pennsylvania,Huntingdon Valley,3
United States,Pennsylvania,Kennett Square,3
United States,Pennsylvania,Meadville,3
United States,Pennsylvania,West Chester,3
United States,Pennsylvania,Ambler,2
United States,Pennsylvania,Aston,2
United States,Pennsylvania,Bangor,2
United States,Pennsylvania,Berwyn,2
United States,Pennsylvania,Bloomsburg,2
United States,Pennsylvania,Camp Hill,2
United States,Pennsylvania,Chambersburg,2
United States,Pennsylvania,Clarion,2
United States,Pennsylvania,Collegeville,2
United States,Pennsylvania,Coraopolis,2
United States,Pennsylvania,Downingtown,2
United States,Pennsylvania,Doylestown,2
United States,Pennsylvania,Duncannon,2
United States,Pennsylvania,Enola,2
United States,Pennsylvania,Ephrata,2
United States,Pennsylvania,Export,2
United States,Pennsylvania,Gettysburg,2
United States,Pennsylvania,Honesdale,2
United States,Pennsylvania,Indiana,2
United States,Pennsylvania,Irwin,2
United States,Pennsylvania,Kutztown,2
United States,Pennsylvania,Latrobe,2
United States,Pennsylvania,Lebanon,2
United States,Pennsylvania,Lititz,2
United States,Pennsylvania,Malvern,2
United States,Pennsylvania,Manheim,2
United States,Pennsylvania,Mc Kees Rocks,2
United States,Pennsylvania,Mechanicsburg,2
United States,Pennsylvania,Media,2
United States,Pennsylvania,Middletown,2
United States,Pennsylvania,Montrose,2
United States,Pennsylvania,Mount Joy,2
United States,Pennsylvania,New Hope,2
United States,Pennsylvania,Oxford,2
United States,Pennsylvania,Pottsville,2
United States,Pennsylvania,Quakertown,2
United States,Pennsylvania,Slippery Rock,2
United States,Pennsylvania,State College,2
United States,Pennsylvania,Titusville,2
United States,Pennsylvania,West Reading,2
United States,Pennsylvania,Zelienople,2
United States,Pennsylvania,Abbottstown,1
United States,Pennsylvania,Adamstown,1
United States,Pennsylvania,Altoona,1
United States,Pennsylvania,Annville,1
United States,Pennsylvania,Beaver Falls,1
United States,Pennsylvania,Bedford,1
United States,Pennsylvania,Bellefonte,1
United States,Pennsylvania,Berlin,1
United States,Pennsylvania,Berwick,1
United States,Pennsylvania,Biglerville,1
United States,Pennsylvania,Bird In Hand,1
United States,Pennsylvania,Boyertown,1
United States,Pennsylvania,Braddock,1
United States,Pennsylvania,Bradford,1
